MovieID,Title,Genres,Actors,Keywords
806,American Buffalo (1996),Drama,"Dustin Hoffman, Dennis Franz, Sean Nelson","robbery, gun, loyalty, diner, revenge, betrayal, coin, vulgarity, trust, poker game, criminal, tantrum, rainstorm, broken glass, antique dealer, station wagon"
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,"Clara Bellar, Antoine Basler, Mathias Mégard, Judith Chancel, Malcolm Conrath, Cécile Parès, Olivier Poujol, Aurore Rauscher, Serge Renko, Michael Kraft, Bénédicte Loyen, Veronika Johansson, Florence Levu, Christian Bassoul",
808,Alaska (1996),Adventure|Children's,"Thora Birch, Vincent Kartheiser, Dirk Benedict, Ben Cardinal, Kristin Lehman, Stephen E. Miller, Don S. Davis, Charlton Heston, Duncan Fraser, Gordon Tootoosis, Ryan Kent, Stephen E. Miller, Byron Chief-Moon, Adrien Dorval, Ed Gale, Mark McCracken, Agee","pilot, polar bear, poacher, alaska, airplane crash, missing parent"
809,Fled (1996),Action|Adventure,"Laurence Fishburne, Stephen Baldwin, Salma Hayek Pinault, Will Patton, Robert John Burke, Robert Hooks, Victor Rivers, David Dukes, Ken Jenkins, Michael Nader, Brittney Powell, Steve Carlisle, Brett Rice, J. Don Ferguson, Kathy Payne, RuPaul","hacker, undercover agent, hitman, chain gang, fugitive, mafia, police chase, floppy disk, atlanta, georgia"
810,Kazaam (1996),Children's|Comedy|Fantasy,"Shaquille O'Neal, Francis Capra, Ally Walker, Marshall Manesh, James Acheson, Fawn Reed, John Costelloe, Mother Love, Brandon Durand, Wade Robson, Jake Glaser, Efren Ramirez, Jonathan Carrasco, Jesse Perez, Todd Sible, Juan Gabriel Reynoso, Said Faraj, Randall Bosley, Steven Barr, Deidra Roper, Kashi Barrett, Eboni Parson, Iris Burruss, Da Brat, Nicole Jackson, Altameza Reeves, Sandra Chriss, Shana Mangatal, Davidson King, Deborah Rennard, Kelly Duncan-Joiner, Bob Clendenin, Eugene McCarthy, Jeffrey Paul Johnson, Brad Wilson, Miguel Escobar, Hector Jimenez, Michael Wajacs, Rory Leidelmeyer, Charles Edward Bennett, Larry Clardy, Brandon Trost, Jason Trost","new york city, wish, genie"
811,"Bewegte Mann, Der (1994)",Comedy,,
812,Magic Hunter (1994),Drama,"Gary Kemp, Sadie Frost, Aleksandr Kaydanovskiy, Péter Vallai, Andor Lukáts, Mathias Gnädinger, Alexandra Wasscher, Ildikó Tóth, Natalie Conde, Zoltán Gera",woman director
813,Larger Than Life (1996),Comedy,"Bill Murray, Janeane Garofalo, Matthew McConaughey, Linda Fiorentino, Pat Hingle, Jeremy Piven, Anita Gillette, Maureen Mueller, Keith David, Tracey Walter, Harve Presnell, Lois Smith, Jerry Adler, Jesse D. Goins, Richie Allan, Christopher Darga, Dirk Blocker, Carrie Houk, Earl Billings, Neal Lerner, Margaret Smith, Deon Aumaier, Jimmy Hart, Joseph Palmas, Tai",
814,"Boy Called Hate, A (1995)",Drama,"Scott Caan, Missy Crider, Elliott Gould, Adam Beach, Duane Davis, Frank Salsedo, Scott Patterson, James Caan, Lee Nashold, Kevin Michael Richardson",
815,Power 98 (1995),Action|Mystery|Thriller,"Eric Roberts, Lisa Thornhill, Jason Gedrick, Jack Betts, Jennie Garth, Michael Mantell, Jim Fyfe, Stephen Tobolowsky, Sadie Stratton, Leslie Bega, Kristin Dattilo, Leonora Scelfo, James Pickens Jr.","dj, shock talk"
816,Two Deaths (1995),Drama,"Sônia Braga, Patrick Malahide, Michael Gambon, Ion Caramitru, Sevilla Delofski, Nickolas Grace, Ravil Isyanov, Matt Terdre, John Shrapnel, Karl Tessler, Lisa Orgolini, Niall Refoy, Andrew Tiernan, Rade Šerbedžija, Laura Davenport, Amanda Royle",
818,"Very Brady Sequel, A (1996)",Comedy,"Shelley Long, Gary Cole, Christopher Daniel Barnes, Christine Taylor, Paul Sutera, Jennifer Elise Cox, Jesse Lee Soffer, Olivia Hack, Henriette Mantel, Tim Matheson, Whip Hubley, Whitney Rydbeck, Sue Casey, Gregory White, RuPaul, Diana Theodore, David Ramsey, Phil Buckman, Steven Gilborn, Michael D. Weatherred, Yvonne Farrow, Zsa Zsa Gabor, Skip O'Brien, Jennifer Aspen, Ian M. Galespie, Brian Van Holt, Bodhi Elfman, Richard Belzer, Connie Ray, Don Nahaku, Anthony J. Silva, Jr., Laura Weekes, Bill Applebaum, Michael Lundberg, Sidney S. Liufau, John Hillerman, Shamille Criner, Barbara Eden, Maureen McCormick, Rosie O'Donnell, Alan Seabock, David Spade, Nicholas Wagner","hawaii, wedding, family vacation, family, woman director"
819,Stefano Quantestorie (1993),Comedy|Drama,"Maurizio Nichetti, Elena Sofia Ricci, Amanda Sandrelli, Caterina Sylos Labini, James Thierrée, Renato Scarpa, Milena Vukotić, Lidia Broccolino, Maria Eugenia D'Aquino",
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,"Simone Signoret, Charles Vanel, Georges Marchal, Michel Piccoli, Tito Junco, Michèle Girardon, Raúl Ramírez, Luis Aceves Castañeda, Jorge Martínez de Hoyos, Alberto Pedret, Marc Lambert, Stefani","based on novel or book, diamond mine, amazon rainforest, political repression, father daughter relationship, popular uprising"
821,"Crude Oasis, The (1995)",Romance,"Jennifer Taylor, Aaron Shields, Robert Peterson","nightmare, seduction, dream sequence"
822,Hedd Wyn (1992),Drama,"Huw Garmon, Catrin Fychan, Ceri Cunnington, Llio Silyn, Grey Evans, Gwen Ellis, Emma Kelly, Sioned Jonês Williams, Llŷr Joshua, Angharad Roberts, Geraint Roberts, Emlyn Gomer, Guto Roberts, Manon Prysor, Gruffydd Aled, Derec Brown, Arwel Gruffydd, Sue Roderick, Lydia Griffiths, J. O. Jones, Richard Viner, Mark Rowlands, Llion Jones, Judith Humphreys, Siân Summers, Nia Dryhurst, Ieuan Wyn Roberts, Tony Jones, Brendan Charleson, Doc O'Brien, Noel Williams, Eric Wyn, Richard Beale, Roger McKern, Kim Goddard, Gwyn Vaughan, Phil Reid, Dylan Jones Roberts, Dafydd Edmwnd, Ray Davies, Jack James, Terry Victor, Dafydd Rowlands, Richard Elfyn, David Hawson, John Probert, Steven Hall, David Morgan, Lyndon Sullivan, Steve Edwards, Alan Pritchard, Gareth Roberts, Andrew Storey, Toby Goddard, David Albert Taylor, Andy Baker, Clive Johns, Neville Phillips, Jamie Rutherford, Kari Nicholas, Andrew Kirkhouse, Vic Nurton, Llyr Huws Griffiths, Dyfed Williams, Chris Urack, David Wyn Hughes, Peter Davies, Simon Clarke, Peter Colwyn Owen",poet
823,"Collectionneuse, La (1967)",Drama,"Patrick Bauchau, Haydée Politoff, Daniel Pommereulle, Alain Jouffroy, Mijanou Bardot, Annik Morice, Dennis Berry, Seymour Hertzberg, Néstor Almendros, Patrice de Bailliencourt, László Benkö, Anne Dubot, Jackie Raynal, Eugene Archer, Brian Belshaw, Pierre-Richard Bré, Donald Cammell, Alfred de Graff","girlfriend, threesome, boyfriend girlfriend relationship, boyfriends, holiday romance, girlfriend's experience"
824,Kaspar Hauser (1993),Drama,"André Eisermann, Udo Samel, Jeremy Clyde, Katharina Thalbach, Johannes Silberschneider, Peter Lohmeyer, Dieter Laser, Uwe Ochsenknecht, Hermann Beyer","prisoner, bavaria, germany, nuremberg, germany"
825,Echte Kerle (1996),Comedy|Romance,,
826,Diebinnen (1995),Drama,"Christiane Hörbiger, Jennifer Nitsch, Lena Stolze, Peter Ehrlich, Wolf Roth, Francis Fulton-Smith, Gert Haucke, Heinz Baumann",
827,"Convent, The (Convento, O) (1995)",Drama,"Catherine Deneuve, John Malkovich, Luís Miguel Cintra, Leonor Silveira, João Bénard da Costa, Heloísa Miranda, Gilberto Gonçalves",
828,"Adventures of Pinocchio, The (1996)",Adventure|Children's,"Martin Landau, Jonathan Taylor Thomas, Geneviève Bujold, Udo Kier, Bebe Neuwirth, Rob Schneider, Corey Carrier, Marcello Magni, Dawn French, Richard Claxton, Griff Rhys Jones, John Sessions, Jean-Claude Drouot, Jean-Claude Dreyfus, Teco Celio, Wilfred Benaïche, Eric Averlant, David Doyle, Oliver Barron, Jake Court, Luke DeLeon, Sean Woodward, Vladimir Koval","parent child relationship, italy, love, school, boys"
829,Joe's Apartment (1996),Comedy|Musical,"Jerry O'Connell, Megan Ward, Billy West, Reginald Hudlin, Willi One Blood, Tracy Vilar, Sandra 'Pepa' Denton, Robert Vaughn, Shiek Mahmud-Bey, Jon Spencer, Paul Bartel, Tommy Hollis, Don Ho, Jim Sterling, David Huddleston, Vincent Pastore, Scott Bigelow, Moby, Dave Chappelle, Godfrey, Tim Blake Nelson, BD Wong, Lord Kayson, Alex Molina, Frank Bello, Jim Turner, Wayman Ezell","flat, musical, lodger, cockroach, rent, spekulant"
830,"First Wives Club, The (1996)",Comedy,"Goldie Hawn, Bette Midler, Diane Keaton, Maggie Smith, Sarah Jessica Parker, Dan Hedaya, Stockard Channing, Victor Garber, Stephen Collins, Elizabeth Berkley, Marcia Gay Harden, Bronson Pinchot, Jennifer Dundas, Eileen Heckart, Philip Bosco, Rob Reiner, James Naughton, Ari Greenberg, Ivana Trump, Kathie Lee Gifford, Gloria Steinem, Lea DeLaria, Debra Monk, Kate Burton, Timothy Olyphant, J.K. Simmons, Michele Brilliant, Dina Spybey-Waters, Adria Tennor, Juliehera DeStefano, J. Smith-Cameron, Mark Nelson, Heather Locklear, Richard Council","based on novel or book, revenge, divorce, divorced woman, reunited friends"
831,Stonewall (1995),Drama,"Guillermo Díaz, Frederick Weller, Duane Boutte, Bruce MacVittie, Brendan Corbalis, Luis Guzmán, Peter Ratray, Dwight Ewell, Matthew Faber, Michael McElroy, Joey Dedio, John Doman, José Zúñiga, Tim Artz, Isaiah Washington, Candis Cayne, David Drumgold, Sherry Vine, Fenton Lawless, Meg Gibson, Vince Cupone, George Rafferty, Nicole Ari Parker, Chuck Pfeiffer, Gerry Becker, Emmanuel Xuereb, Doug Barron, John Ventimiglia, Peter Davies, Joseph Mosso, Rennie Pincus, Gabriel Mann, Aida Turturro, Stan Tracy, Steve Itkin, Tony Ray Rossi, Gaetano LoGiudice, Robert Loudon, Bob Kobler, Queen Allyson Allante, Thomas Lanigan-Schmidt, Randolfe Wicker, Sascha Loren, Jimmy Ashmore, Christian Borle, Dana Eshghi, Eric M. Eskenazi, Brian Ferrari, Brian A. Kates, James Palacio, Darren Ross, Steven Wishnoff","transvestism, male homosexuality, raid, police raid, drag, gay pride, gay theme"
832,Ransom (1996),Drama|Thriller,"Mel Gibson, Rene Russo, Gary Sinise, Delroy Lindo, Lili Taylor, Brawley Nolte, Liev Schreiber, Donnie Wahlberg, Evan Handler, Nancy Ticotin, Michael Gaston, Kevin Neil McCready, José Zúñiga, Dan Hedaya, Allen Bernstein, Paul Guilfoyle, Iraida Polanco, John Ortiz, A.J. Benza, Peter Anthony Tambakis, Daniel May Wong, Donna Hanover, Anton Evangelista, Joe Bacino, Carl S. Redding, James Georgiades, Christian Maelen, David Vadim, Michael Countryman, Cheryl Howard, James Ritz, Craig 'Radio Man' Castaldo, Joseph Badalucco Jr., Dell Maara, Mike Hodge, Mick O'Rourke, Henry Kingi Jr., Roy Farfel, Lex D. Geddings, Todd Hallowell","ransom, loss of loved one, hostage, yellow press, fbi, baby-snatching, police corruption, terrorism, millionaire, child kidnapping, negotiator"
833,High School High (1996),Comedy,"Jon Lovitz, Tia Carrere, Louise Fletcher, Mekhi Phifer, Natasha Gregson Wagner, John Neville, Malinda Williams, Guillermo Díaz, Marco Rodríguez, Eric Allan Kramer, Nicholas Worth, Lu Elrod, Brian Hooks, Colleen Fitzpatrick","high school, spoof, school, los angeles, california"
834,Phat Beach (1996),Comedy,"Jermaine Hopkins, Claudia Kaleem, Candice Merideth, Alma Collins, Coolio, Brian Hooks, Tanya Reid, Nicole Amaral, Tommy Lister Jr., Panthere, Devin DeRay, Tamara Nicole Bennett, Glenise Brathwaite, Eric Fleeks, Lawrence LeJohn, Kate Ann Haney, Bud O'Neal, Gregg Vance, Sean Welton, Paul Tranghese, Corey Anne Chang, Glori Gold, Sabrina De Pina, Jennifer Lucienne, Chad Edward McDaniel, Domonique Garcia, Tre Black, Angelique Perrin, Flip Schultz, Erika Guillory, Eric F. Donald","beach, volleyball, obesity, summer"
835,Foxfire (1996),Drama,"Hedy Burress, Angelina Jolie, Jenny Lewis, Jenny Shimizu, Sarah Rosenberg, Peter Facinelli, Dash Mihok, Michelle Brookhurst, Elden Henson, Cathy Moriarty, Richard Beymer, Fran Bennett, John Diehl, Chris Mulkey, Ever Carradine, Jay Acovone, Arwen Carter, María Celedonio, Raissa Fleming, T.J. Galash, Scott Gallegos, Jason Wilhite, Kaci Garcia, Wesley Johnson, Rick Jones, Joel David Moore, Betty Moyer, Barbara Niven, Steven Clark Pachosa, Stuart Regen, Lori Rogers, Burl Ross, Shiloh Strong, Rasa Yurchis","prison, high school, friendship, tattoo, based on novel or book, fight, hostage, harassment, teacher, teenage girl, drugs, woman director"
836,Chain Reaction (1996),Action|Adventure|Thriller,"Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward, Kevin Dunn, Brian Cox, Joanna Cassidy, Chelcie Ross, Nicholas Rudall, Tzi Ma, Krzysztof Pieczyński, Julie Pearl, Godfrey, Gene Barge, Nathan Davis, Aaron Williams, Daniel H. Friedman, Johnny Lee Davenport, James Sie, Joan Kohn, Juan Ramírez, Nydia Rodriguez Terracina, Scott Benjaminson, Ned Schmidtke, Randall Arney, Noelle Bou-Sliman, Joseph F. Kosala, Ron Dean, Miguel Nino, Turk Muller, Neil Flynn, Michael Skewes, Margaret Travolta, Jacqueline G. Arthur, Tom Mula, Denise Price, Rick LeFevour, Charley Sherman, Gina Raffin, Pam Zekman, Lisa Tejero, David Pasquesi, John Drummond, Cathy Herd, Tell Draper, Danny Goldring, Eddie Bo Smith Jr., Michael Gaylord James, Ken Moreno, Allen Hamilton, Dick Cusack, Nicholas Kusenko, David Michael Gee, Stanley M. Span, Ann Whitney, Rich Komenich, Afram Bill Williams, Will Zahrn, John W. Hardy, Mary Seibel, Nina Beesley, Michael Shannon, Billy Haynes, Walter Doggett, Jack Kandel, Timothy J. Maxwell, Leslie Mikol, Rio Zavala, Mark Morettini, Soseh Kevorkian, Christopher Holloway, Jim Ortlieb, Cheryl Hamada, Mike Gray, Joe Guastaferro","chicago, illinois, fbi, hydrogen bomb, secret lab, energy supply, on the run, conspiracy, aftercreditsstinger, angry, frantic, scientific research, admiring, amused, appreciative, awestruck"
837,Matilda (1996),Children's|Comedy,"Mara Wilson, Danny DeVito, Rhea Perlman, Embeth Davidtz, Pam Ferris, Paul Reubens, Tracey Walter, Jean Speegle Howard, Brian Levinson, Sara Magdalin, R.D. Robb, Gregory R. Goliath, Fred Parnes, Kiami Davael, Leor Livneh Hackel, Jacqueline Steiger, Jimmy Karz, Michael Valentine, Liam Kearns, Mark Watson, Kira Spencer Hesser, J.C. Alexander, Malone Brinton, Marion Dugan, Joshua Alvarez, Max E. Blum, Erin M. Gray, Misty L. Oppenheim, Christopher Shepard Hughes, Rachel Snow, Craig Lamar Traylor, Jennifer Key, Marty Bautista, Anthony Hernandez, Raina Cease, Jonathan Osser, Vinnie Buffolino, Marcella Sassano, Johnny Thomas III, Shannon Hughes, Christel Khalil, Cassie Colaw, Austin Stout, Cindy Tran, Jonathan Feyer, Alissa Graham, Amanda Graham, Trevor Gallagher, James Gallagher, Kayla Fredericks, Kelsey Fredericks, Amanda Fein, Caitlin Fein, Nicholas Cox, Amanda Summers, Kristin Summers, Phoebe Garcia-Pearl, Kathy Barbour, Donna Spangler, Marianne Curan, Penny Holland, Richard E. Coe, Sabrina Bryan, Trevor Coppola, Simon Jones, Jon Lovitz, Kira Spencer Cook","based on novel or book, parent child relationship, difficult childhood, child prodigy, childhood trauma, telekinesis, school, teacher student relationship, schoolmarm, based on young adult novel"
838,Emma (1996),Comedy|Drama|Romance,"Kate Beckinsale, Mark Strong, Samantha Morton, Raymond Coulthard, Olivia Williams, Bernard Hepton, Samantha Bond, James Hazeldine, Dominic Rowan, Prunella Scales, Sylvia Barter, Dido Miles, Lucy Robinson, Guy Henry, Alistair Petrie","marriage proposal, make a match"
839,"Crow: City of Angels, The (1996)",Action|Thriller,"Vincent Perez, Mia Kirshner, Iggy Pop, Thomas Jane, Richard Brooks, Thuy Trang, Vincent Castellanos, Tracey Ellis, Beverley Mitchell, Alan Gelfant, Shelly Desai, Holley Chant, Ian Dury, Kerry Rossall, Eric Acosta, Aaron Thell Smith, Chino Moreno, Stephen Carpenter, Chi Cheng, Abe Cunningham, Reynaldo Duran, Danny Verduzco, Maria Julia Moran, Kira Tashjian, Gorja Max","martial arts, tattoo, loss of loved one, superhero, supernatural, crow, based on comic, sequel, revenge, vigilante, tragic hero, back from the dead, duel, sadist, gothic, urban setting, neo-noir, urban gothic, supernatural power, vigilante justice, good versus evil"
840,House Arrest (1996),Comedy,"Jamie Lee Curtis, Kevin Pollak, Kyle Howard, Jennifer Love Hewitt, Jennifer Tilly, Christopher McDonald, Wallace Shawn, Ray Walston, Herbert Russell, Colleen Camp, Caroline Aaron, Sheila McCarthy, Amy Sakasitz, Mooky Arizona, Patrika Darbo, Josh Wolford, K. Todd Freeman, Daniel Roebuck, Ben Stein, Michael Hitchcock, Shelley Hack","basement, divorce"
841,Eyes Without a Face (1959),Horror,"Pierre Brasseur, Alida Valli, Édith Scob, Juliette Mayniel, Alexandre Rignault, Béatrice Altariba, Charles Blavette, Michel Etcheverry, Claude Brasseur, Yvette Etiévant, René Génin, Lucien Hubert, Marcel Pérès, François Guérin, Brigitte Juslin","experiment, surgeon, film noir, photograph, scientist, transplant, dove, ulcer"
842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,"Dennis Miller, Erika Eleniak, Angie Everhart, Chris Sarandon, Corey Feldman, William Sadler, Aubrey Morris, Phil Fondacaro, Kiara Hunter, Leslie Ann Phillips, Juliet Reagh, Eli Gabay, Matt Hill, Eric Keenleyside, Kim Kondrashoff, John Kassir, Robert Munic, Gary Starr, Robin Douglas, Dorian Joe Clark, Ravinder Toor, Robert Rozen, Jennifer Jasey, Heather Hanson, Sibel Thrasher, Tom Pickett, Topaz Hasfal-Schou, Lovie Eli, Adam Boster, Whoopi Goldberg, Kate McIntyre, Tobias Mehler, Iva Franks-Singer","vampire, brothel, based on comic, private investigator, born again christian, televangelist"
843,Lotto Land (1995),Drama,,
844,"Story of Xinghua, The (1993)",Drama,"Jiang Wenli, Zhang Guoli, Niu Xingli, Tian Shaojun, Zhang Haiyan",
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,,
846,Flirt (1995),Drama,"Bill Sage, Dwight Ewell, Miho Nikaido, Parker Posey, Martin Donovan, Karen Sillas, Michael Imperioli, Maria Schrader, Peter Fitz, Masatoshi Nagase, Harold Perrineau, Robert John Burke, Paul Austin, Erica Gimpel, Holt McCallany, Lianna Pai, Patricia Scanlon, Paul Schulze, Hannah Sullivan, José Zúñiga, Boris Aljinovic, Dominik Bender, Susie Bick, Jorg Biesler, Bono Dost, Nils Brück, Amina Gusner, Jacob Klaffke, Sebastian Koch, Stefan Kolosko, Joy Kraft, Geno Lechner, Elina Löwensohn, Hasan Ali Mete, Lars Rudolph, Frank Schendler, Gerhard Severin, Susanna Simon, Sabine Svoboda, Hans Martin Stier, Yuri Aso, Tomoko Fujita, Toshizo Fujiwara, Chikako Hara, Junji Iijima, Morito Ikeda, Mansaku Ikeuchi, Kumiko Ishizuka, Yutaka Matsushige, Natsumi Mizuno, Hirofumi Nakagawa, Tetsuya Tabata, Meikyo Yamada, Kenji Yamaguchi, Tetsushi Yamazaki, Eri Yu, Hal Hartley",based on short
847,"Big Squeeze, The (1996)",Comedy|Drama,"Lara Flynn Boyle, Danny Nucci, Peter Dobson, Luca Bercovici, Michael Chieffo","bartender, grifter"
848,"Spitfire Grill, The (1996)",Drama,"Alison Elliott, Ellen Burstyn, Marcia Gay Harden, Will Patton, Kieran Mulroney, Gailard Sartain, John M. Jackson, Louise De Cormier, Ida Griesemer, Sam Lloyd Sr., Lisa Louise Langford, Forrest Murray, Faith Catlin, Janet St. Onge, Jim Hogue, Stacy Becker, Cliff Levering","prison, small town, church, christian film"
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,"Kurt Russell, Stacy Keach, Steve Buscemi, A. J. Langer, Bruce Campbell, Pam Grier, Peter Fonda, Georges Corraface, Robert Carradine, Michelle Forbes, Valeria Golino, Leland Orser, Jeff Imada, Al Leong, James Lew, Breckin Meyer, Ina Romeo, Peter Jason, Jordan Baker, Caroleen Feeney, Paul Bartel, Shelly Desai, Julien Cesario, Cliff Robertson, Thomas Rosales Jr., John Koyama, Leo Lee, Stuart Quan, Wyatt Russell, Jamie Lee Curtis","prison, martial arts, showdown, usa president, war veteran, dystopia, anti hero, post-apocalyptic future, earthquake, attempt to escape, sequel, los angeles, california, frantic, reluctant hero"
850,Cyclo (1995),Crime|Drama,"Le Van Loc, Tony Leung, Nhu Quynh, Hoàng Phúc, Ngo Vu Quang Hal, Tuyet Ngan Nguyen, Doan Viet Ha, Bjuhoang Huy, Vo Vinh Phuc, Le Kinh Huy, Tran Nu Yen Khe, Thinh Trinh, Chu Hung, Nguyen Van Day, Manh Cuong Tran","saigon, bicycle, slaughterhouse, poverty, drugs, criminal underworld, stolen bicycle, forced prostitution, water gun, pig slaughter, bicycle taxi, gay theme, ho chi minh"
851,Basquiat (1996),Drama,"Jeffrey Wright, Michael Wincott, Benicio del Toro, Claire Forlani, David Bowie, Dennis Hopper, Gary Oldman, Christopher Walken, Willem Dafoe, Jean-Claude La Marre, Parker Posey, Elina Löwensohn, Paul Bartel, Courtney Love, Tatum O'Neal, Chuck Pfeiffer, Rockets Redglare, Esther G. Schnabel, Jack Schnabel, Lola Schnabel, Peter McGough, David McDermott, Michael Chow, Stella Schnabel, Steven Randazzo, Michael Badalucco, Francis Dumaurier, Joseph R. Gannascoli, Hope Clarke, Brian Wright, Tarmo Urb, Denise Burse, Robert Alexander, Vincent Laresca, Nemo Librizzi, Leonard Jackson, Dave Shelley, Frederick Weller, Rene Rivera, Sam Rockwell, Ron Brice, William Seymour, Richard E. Butler, Joe Glasco, Steven Parenago, Vladamir Parenago, José Luis Ferrer, Irene Kiss, Richard the Ox, Thomas Urb, Vincent Gallo, Linda Larkin","new york city, friendship, new love, homeless person, drug abuse, vernissage, drug addiction, overdose, artist, graffiti, street art, exhibit, biography, street artist, drugs, celebration, price of fame, eccentric artist, 1980s, art documentary"
852,Tin Cup (1996),Comedy|Romance,"Kevin Costner, Rene Russo, Don Johnson, Cheech Marin, Linda Hart, Dennis Burkley, Rex Linn, Lou Myers, Richard Lineback, George Perez, Mickey Jones, Michael Milhoan, Gary McCord, Craig Stadler, Peter Jacobsen, Jim Nantz, Ken Venturi, Ben Wright, Frank Chirkinian, Lance Barrow, Brian Hammons, Mike Ritz, Peter Kostis, Jimmy Roberts, George Michael, Kris Ancira, Sharon McCreedy, Melissa Young, Gregory Avellone, Kevin Wilson, Susan A. Cabral, Del Roy, Sanford Gibbons, Arina Gasanova, Bill Caplan, Sharon Costner, Bill Costner, Joe Costner, Rob Harris, Nick Kiriazis, Tom Todoroff, Fredrick Lewis, Jess King, Harold G. Herthum, Mark Thomason, Allan Malamud, Steven ""Sven"" Lewison, Brad Britton, Phil Mickelson, Lee Janzen, Jerry Pate, Corey Pavin, Fred Couples, Billy Mayfair, Steve Elkington, John Cook, Andrew Magee, David Ogrin, John Mahaffey, Tom Purtzer, Jeff Maggert, D.A. Weibring, Tommy Armour III, Blaine McCallister, Bruce Lietzke, Gregory Buff White, Mike Standly, Jim McLean, Howard Twitty, Amy Alcott","love triangle, sports, golf, romantic rivalry, woman between two men, caddy, rivalry, psychologist, driving range, rebellious, rivals, golf pro, golfers, sports reporter, pga tour, washed up, golf instructor, golf tournament, us open"
853,Dingo (1992),Drama,John McLeish,dingo
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,"Kinuyo Tanaka, Teiji Takahashi, Yūko Mochizuki, Seiji Miyaguchi, Yūnosuke Itō, Ken Mitsuda, Danko Ichikawa, Keiko Ogasawara, Eijirō Tōno, Kō Nishimura, Katsuyuki Hattori, Tokuji Kobayashi, Masao Oda","family relationships, dying traditions, social convention"
855,Every Other Weekend (1990),Drama,"Nathalie Baye, Joachim Serreau, Felicie Pasotti, Miki Manojlović, Henri Garcin, Gilles Treton, Marie Daëms, Sacha Briquet, Michelle Goddet, Susan Carlson, Jacques Boudet, Jacques Vincey, Sacha Briquet, Jean-Loup Wolff, Frédérique Ruchaud, Jan Madd, Jean-Marc Roulot, Sylvie Blotnikas, Martine Buffet, Hugues Avinens, Yves Torchinsky, Lucette Filiu, Nicolas Serreau, Ghazy Younès, David Jalil, Zoubir Tligui, Robert Perz, Paul Beauvais, Bruno Crovi, Lise Norpel Mathieu, Rafael Rojas",woman director
856,Mille bolle blu (1993),Comedy,"Claudio Bigagli, Antonio Catania, Clelia Rondinella, Stefano Dionisi, Paolo Bonacelli, Orazio Stracuzzi, Ludovica Modugno, Evelina Gori, Vera Furlan, Gina Rovere, Giuseppe Napoli, Matteo Fadda, Carla Benedetti, Stefania Montorsi, Vittorio Viviani, Isa Gallinelli, Maria D'Ajala, Nicoletta Boris, Cesare Gelli, Giacomo Fadda, Maurizio Mattioli, Roberto Stocchi, Gigi Proietti, Stefano Masciarelli, Giovanna Mori",
857,Crows and Sparrows (1949),Drama,"Zhao Dan, Wei Heling, Qi Mengshi, Li Tian-Ji, Baoluo Li, Fu Botang, Zhang Zhizhi, Shi Ling, Huang Zongying, Shangguan Yunzhu, Wu Yin, Daolin Sun, Wang Bei, Zhang Li-De, Xu Wei-Jie, Qian Zhang, Tian Guangcai, Guan Peng, Ge Meiqiang, Cheng Mo, Qiu Huan",
858,"Godfather, The (1972)",Action|Crime|Drama,"Marlon Brando, Al Pacino, James Caan, Robert Duvall, Richard S. Castellano, Diane Keaton, Talia Shire, Gianni Russo, Sterling Hayden, John Marley, Richard Conte, Al Lettieri, Abe Vigoda, John Cazale, Rudy Bond, Al Martino, Morgana King, Lenny Montana, John Martino, Salvatore Corsitto, Richard Bright, Alex Rocco, Tony Giorgio, Vito Scotti, Tere Livrano, Victor Rendina, Jeannie Linero, Julie Gregg, Ardell Sheridan, Simonetta Stefanelli, Angelo Infanti, Corrado Gaipa, Franco Citti, Saro Urzì, Roman Coppola, Sofia Coppola, Don Costello, Italia Coppola, Gray Frederickson, Ron Gilbert, Sonny Grosso, Louis Guss, Randy Jurgensen, Tony King, Tony Lip, Joe Lo Grippo, Lou Martini Jr., Raymond Martino, Joseph Medaglia, Carol Morley, Rick Petrucelli, Sal Richards, Tom Rosqui, Frank Sivero, Filomena Spagnuolo, Joe Spinell, Gabriele Torrei, Nick Vallelonga, Conrad Yama","based on novel or book, loss of loved one, love at first sight, italy, symbolism, patriarch, europe, organized crime, mafia, religion, lawyer, revenge motive, crime family, sicilian mafia, religious hypocrisy, macabre, gun violence, rise to power, dead horse, gang violence, aggressive, 1940s, 1950s, mafia war, vindictive, suspenseful, tense, admiring, audacious, commanding"
859,"Hippie Revolution, The (1996)",Documentary,"Today Malone, Herb Caen, Ronnie Davis, Louis Gottlieb, Kurt Hirschhorn, Thomas J. Cahill, J. Barry Decker, Ellis D. Sox",hippies
